Latitude,Longitude,cluster
19.9939833505844,73.73032327061387,0
19.9939833505844,73.73041884666601,0
19.9939833505844,73.73051442271814,0
19.9939833505844,73.73060999877029,0
19.9939833505844,73.73070557482244,0
19.9939833505844,73.73080115087458,0
19.9939833505844,73.73089672692673,0
19.9939833505844,73.73108787903101,0
19.9939833505844,73.73185248744817,0
19.9939833505844,73.7319480635003,0
19.9939833505844,73.73204363955244,0
19.9939833505844,73.73213921560459,0
19.9939833505844,73.73223479165674,0
19.9939833505844,73.73233036770888,0
19.9939833505844,73.73242594376102,0
19.9939833505844,73.73252151981316,0
19.9939833505844,73.73261709586531,0
19.9939833505844,73.73271267191745,0
19.9939833505844,73.7328082479696,0
19.9939833505844,73.73290382402173,0
19.9939833505844,73.73299940007388,0
19.9939833505844,73.73309497612603,0
19.9939833505844,73.73319055217817,0
19.9939833505844,73.73328612823032,0
19.9939833505844,73.73338170428245,0
19.9939833505844,73.7334772803346,0
19.9939833505844,73.73357285638674,0
19.9939833505844,73.73366843243889,0
19.9939833505844,73.73376400849102,0
19.9939833505844,73.73385958454317,0
19.9939833505844,73.73395516059531,0
19.9939833505844,73.73405073664746,0
19.9939833505844,73.73414631269961,0
19.9939833505844,73.73424188875174,0
19.9939833505844,73.73433746480389,0
19.9939833505844,73.73443304085603,0
19.9939833505844,73.73452861690818,0
19.9939833505844,73.73462419296033,0
19.9939833505844,73.73471976901246,0
19.9939833505844,73.7348153450646,0
19.9939833505844,73.73491092111675,0
19.9939833505844,73.7350064971689,0
19.9939833505844,73.73510207322104,0
19.9939833505844,73.73519764927318,0
19.9939833505844,73.73577110558604,0
19.9939833505844,73.73596225769033,0
19.9939833505844,73.73605783374248,0
19.9939833505844,73.73615340979461,0
19.9939833505844,73.73624898584676,0
19.9939833505844,73.7363445618989,0
19.9939833505844,73.73644013795105,0
19.9939833505844,73.73653571400318,0
19.9939833505844,73.73663129005533,0
19.9939833505844,73.73672686610747,0
19.9939833505844,73.73682244215962,0
19.9939833505844,73.73691801821177,0
19.9939833505844,73.7370135942639,0
19.9939833505844,73.73710917031605,0
19.9939833505844,73.73720474636819,0
19.9939833505844,73.73730032242034,0
19.9939833505844,73.73739589847249,0
19.9939833505844,73.73749147452462,0
19.9939833505844,73.73758705057676,0
19.9939833505844,73.73768262662891,0
19.9939833505844,73.73777820268106,0
19.9939833505844,73.7378737787332,0
19.9939833505844,73.73796935478533,0
19.9939833505844,73.73806493083748,0
19.9939833505844,73.73816050688963,0
19.9939833505844,73.73825608294177,0
19.9939833505844,73.73835165899392,0
19.9939833505844,73.73844723504605,0
19.9939833505844,73.7385428110982,0
19.9939833505844,73.73863838715035,0
19.9939833505844,73.73873396320249,0
19.9939833505844,73.73882953925464,0
19.9939833505844,73.73892511530677,0
19.9939833505844,73.73902069135892,0
19.9939833505844,73.73911626741106,0
19.9939833505844,73.73921184346321,0
19.9939833505844,73.73930741951534,0
19.9939833505844,73.73940299556749,0
19.9939833505844,73.73949857161963,0
19.9939833505844,73.73959414767178,0
19.9939833505844,73.73968972372393,0
19.9939833505844,73.73978529977606,0
19.9939833505844,73.7398808758282,0
19.9939833505844,73.73997645188035,0
19.9939833505844,73.7400720279325,0
19.9939833505844,73.74016760398464,0
19.9939833505844,73.74026318003678,0
19.9939833505844,73.74035875608892,0
19.9939833505844,73.74045433214107,0
19.9939833505844,73.74054990819322,0
19.9939833505844,73.74064548424536,0
19.9939833505844,73.7407410602975,0
19.9939833505844,73.74083663634964,0
19.9939833505844,73.74093221240179,0
19.9939833505844,73.74102778845393,0
19.9939833505844,73.74112336450608,0
19.9939833505844,73.74121894055821,0
19.9939833505844,73.74131451661036,0
19.9939833505844,73.7414100926625,0
19.9939833505844,73.74150566871465,0
19.9939833505844,73.7416012447668,0
19.9939833505844,73.74169682081893,0
19.9939833505844,73.74179239687108,0
19.9939833505844,73.74188797292322,0
19.9939833505844,73.74198354897537,0
19.9939833505844,73.74207912502752,0
19.9939833505844,73.74217470107965,0
19.9939833505844,73.7422702771318,0
19.9939833505844,73.74236585318394,0
19.9939833505844,73.74246142923609,0
19.9939833505844,73.74255700528822,0
19.9939833505844,73.74265258134037,0
19.9939833505844,73.74274815739251,0
19.9939833505844,73.74284373344466,0
19.9939833505844,73.7429393094968,0
19.9939833505844,73.74303488554894,0
19.9939833505844,73.74313046160108,0
19.9939833505844,73.74322603765323,0
19.9939833505844,73.74332161370538,0
19.9939833505844,73.74341718975752,0
19.9939833505844,73.74351276580965,0
19.9939833505844,73.7436083418618,0
19.9939833505844,73.74370391791395,0
19.9939833505844,73.7437994939661,0
19.9939833505844,73.74389507001824,0
19.9939833505844,73.74399064607037,0
19.9939833505844,73.74408622212252,0
19.9939833505844,73.74418179817467,0
19.9939833505844,73.74427737422681,0
19.9939833505844,73.74437295027896,0
19.9939833505844,73.74446852633109,0
19.9939833505844,73.74456410238324,0
19.9939833505844,73.74465967843538,0
19.9939833505844,73.74475525448753,0
19.9939833505844,73.74485083053968,0
19.9939833505844,73.74494640659181,0
19.9939833505844,73.74504198264395,0
19.9939833505844,73.7451375586961,0
19.9939833505844,73.74523313474825,0
19.9939833505844,73.74532871080038,0
19.9939833505844,73.74542428685253,0
19.9939833505844,73.74551986290467,0
19.9939833505844,73.74561543895682,0
19.9939833505844,73.74571101500896,0
19.9939833505844,73.7458065910611,0
19.9939833505844,73.74590216711324,0
19.9939833505844,73.74599774316539,0
19.9939833505844,73.74609331921754,0
19.9939833505844,73.74628447132181,0
19.9939833505844,73.74638004737396,0
19.9939833505844,73.7466667755304,0
19.9939833505844,73.74676235158253,0
19.9939833505844,73.74714465579112,0
19.9939833505844,73.74724023184325,0
19.9939833505844,73.7473358078954,0
19.9939833505844,73.74743138394754,0
19.9939833505844,73.74752695999969,0
19.9939833505844,73.74762253605184,0
19.9939833505844,73.74771811210397,0
19.9939833505844,73.74810041631254,0
19.9939833505844,73.74819599236469,0
19.9939833505844,73.74829156841683,0
19.9939833505844,73.74838714446898,0
19.9939833505844,73.74848272052112,0
19.9939833505844,73.74857829657326,0
19.9939833505844,73.7486738726254,0
19.9939833505844,73.74876944867755,0
19.9939833505844,73.74905617683397,0
19.9939833505844,73.74915175288612,0
19.9939833505844,73.74924732893827,0
19.9939833505844,73.74934290499041,0
19.9939833505844,73.74943848104256,0
19.9939833505844,73.74953405709469,0
19.9939833505844,73.74962963314684,0
19.9939833505844,73.74972520919898,0
19.9939833505844,73.74982078525113,0
19.9939833505844,73.74991636130328,0
19.9939833505844,73.75001193735541,0
19.9939833505844,73.75010751340756,0
19.9939833505844,73.750394241564,0
19.9939833505844,73.75048981761613,0
19.9939833505844,73.75058539366827,0
19.9939833505844,73.75068096972042,0
19.9939833505844,73.75077654577257,0
19.9939833505844,73.7508721218247,0
19.9939833505844,73.75096769787685,0
19.9939833505844,73.75106327392899,0
19.9939833505844,73.75115884998114,0
19.9939833505844,73.75125442603328,0
19.9939833505844,73.75135000208542,0
19.9939833505844,73.75144557813756,0
19.9939833505844,73.751732306294,0
19.9939833505844,73.75182788234613,0
19.9939833505844,73.75201903445043,0
19.9939833505844,73.75211461050257,0
19.9939833505844,73.75221018655472,0
19.99389343193478,73.72038336119094,0
19.99389343193478,73.72047893724309,0
19.99389343193478,73.72057451329523,0
19.99389343193478,73.72067008934738,0
19.99389343193478,73.72076566539953,0
19.99389343193478,73.72086124145166,0
19.99389343193478,73.7209568175038,0
19.99389343193478,73.72105239355595,0
19.99389343193478,73.7211479696081,0
19.99389343193478,73.72124354566024,0
19.99389343193478,73.72133912171238,0
19.99389343193478,73.72143469776452,0
19.99389343193478,73.7218170019731,0
19.99389343193478,73.72267718644238,0
19.99389343193478,73.72277276249453,0
19.99389343193478,73.72344179485954,0
19.99389343193478,73.72353737091169,0
19.99389343193478,73.72363294696382,0
19.99389343193478,73.72391967512026,0
19.99389343193478,73.7240152511724,0
19.99389343193478,73.72430197932883,0
19.99389343193478,73.72535331590241,0
19.99389343193478,73.72544889195454,0
19.99389343193478,73.72554446800669,0
19.99389343193478,73.72564004405884,0
19.99389343193478,73.72573562011098,0
19.99389343193478,73.72583119616313,0
19.99389343193478,73.72611792431955,0
19.99389343193478,73.7262135003717,0
19.99389343193478,73.72650022852812,0
19.99389343193478,73.72659580458027,0
19.99389343193478,73.72669138063242,0
19.99389343193478,73.72678695668456,0
19.99389343193478,73.7268825327367,0
19.99389343193478,73.72697810878884,0
19.99389343193478,73.72707368484099,0
19.99389343193478,73.72716926089313,0
19.99389343193478,73.72726483694528,0
19.99389343193478,73.72736041299741,0
19.99389343193478,73.72745598904956,0
19.99389343193478,73.7275515651017,0
19.99389343193478,73.72764714115385,0
19.99389343193478,73.72774271720598,0
19.99389343193478,73.72783829325813,0
19.99389343193478,73.72793386931028,0
19.99389343193478,73.72802944536242,0
19.99389343193478,73.72812502141457,0
19.99389343193478,73.7282205974667,0
19.99389343193478,73.72831617351885,0
19.99389343193478,73.728411749571,0
19.99389343193478,73.72869847772742,0
19.99389343193478,73.72888962983171,0
19.99389343193478,73.72898520588386,0
19.99389343193478,73.729080781936,0
19.99389343193478,73.72917635798814,0
19.99389343193478,73.72927193404028,0
19.99389343193478,73.72936751009243,0
19.99389343193478,73.72946308614458,0
19.99389343193478,73.72955866219672,0
19.99389343193478,73.72965423824886,0
19.99389343193478,73.729749814301,0
19.99389343193478,73.72984539035315,0
19.99389343193478,73.7299409664053,0
19.99389343193478,73.73003654245744,0
19.99389343193478,73.73013211850957,0
19.99389343193478,73.73022769456172,0
19.99389343193478,73.73032327061387,0
19.99389343193478,73.73041884666601,0
19.99389343193478,73.73051442271814,0
19.99389343193478,73.73060999877029,0
19.99389343193478,73.73070557482244,0
19.99389343193478,73.73080115087458,0
19.99389343193478,73.73185248744817,0
19.99389343193478,73.7319480635003,0
19.99389343193478,73.73204363955244,0
19.99389343193478,73.73213921560459,0
19.99389343193478,73.73223479165674,0
19.99389343193478,73.73233036770888,0
19.99389343193478,73.73242594376102,0
19.99389343193478,73.73252151981316,0
19.99389343193478,73.73261709586531,0
19.99389343193478,73.73271267191745,0
19.99389343193478,73.7328082479696,0
19.99389343193478,73.73290382402173,0
19.99389343193478,73.73309497612603,0
19.99389343193478,73.73319055217817,0
19.99389343193478,73.73328612823032,0
19.99389343193478,73.73338170428245,0
19.99389343193478,73.7334772803346,0
19.99389343193478,73.73357285638674,0
19.99389343193478,73.73366843243889,0
19.99389343193478,73.73376400849102,0
19.99389343193478,73.73385958454317,0
19.99389343193478,73.73395516059531,0
19.99389343193478,73.73405073664746,0
19.99389343193478,73.73414631269961,0
19.99389343193478,73.73424188875174,0
19.99389343193478,73.73433746480389,0
19.99389343193478,73.73443304085603,0
19.99389343193478,73.73452861690818,0
19.99389343193478,73.73462419296033,0
19.99389343193478,73.73471976901246,0
19.99389343193478,73.7348153450646,0
19.99389343193478,73.73491092111675,0
19.99389343193478,73.7350064971689,0
19.99389343193478,73.73510207322104,0
19.99389343193478,73.73519764927318,0
19.99389343193478,73.73529322532532,0
19.99389343193478,73.73548437742961,0
19.99389343193478,73.73557995348176,0
19.99389343193478,73.73577110558604,0
19.99389343193478,73.73586668163819,0
19.99389343193478,73.73596225769033,0
19.99389343193478,73.73605783374248,0
19.99389343193478,73.73615340979461,0
19.99389343193478,73.73624898584676,0
19.99389343193478,73.7363445618989,0
19.99389343193478,73.73644013795105,0
19.99389343193478,73.73653571400318,0
19.99389343193478,73.73663129005533,0
19.99389343193478,73.73672686610747,0
19.99389343193478,73.73682244215962,0
19.99389343193478,73.73691801821177,0
19.99389343193478,73.7370135942639,0
19.99389343193478,73.73710917031605,0
19.99389343193478,73.73720474636819,0
19.99389343193478,73.73730032242034,0
19.99389343193478,73.73739589847249,0
19.99389343193478,73.73749147452462,0
19.99389343193478,73.73758705057676,0
19.99389343193478,73.73768262662891,0
19.99389343193478,73.73777820268106,0
19.99389343193478,73.7378737787332,0
19.99389343193478,73.73796935478533,0
19.99389343193478,73.73806493083748,0
19.99389343193478,73.73816050688963,0
19.99389343193478,73.73825608294177,0
19.99389343193478,73.73835165899392,0
19.99389343193478,73.73844723504605,0
19.99389343193478,73.7385428110982,0
19.99389343193478,73.73863838715035,0
19.99389343193478,73.73873396320249,0
19.99389343193478,73.73882953925464,0
19.99389343193478,73.73892511530677,0
19.99389343193478,73.73902069135892,0
19.99389343193478,73.73911626741106,0
19.99389343193478,73.73921184346321,0
19.99389343193478,73.73930741951534,0
19.99389343193478,73.73940299556749,0
19.99389343193478,73.73949857161963,0
19.99389343193478,73.73959414767178,0
19.99389343193478,73.73968972372393,0
19.99389343193478,73.73978529977606,0
19.99389343193478,73.7398808758282,0
19.99389343193478,73.73997645188035,0
19.99389343193478,73.7400720279325,0
19.99389343193478,73.74016760398464,0
19.99389343193478,73.74026318003678,0
19.99389343193478,73.74035875608892,0
19.99389343193478,73.74045433214107,0
19.99389343193478,73.74054990819322,0
19.99389343193478,73.74064548424536,0
19.99389343193478,73.7407410602975,0
19.99389343193478,73.74083663634964,0
19.99389343193478,73.74093221240179,0
19.99389343193478,73.74102778845393,0
19.99389343193478,73.74112336450608,0
19.99389343193478,73.74121894055821,0
19.99389343193478,73.74131451661036,0
19.99389343193478,73.7414100926625,0
19.99389343193478,73.74150566871465,0
19.99389343193478,73.7416012447668,0
19.99389343193478,73.74169682081893,0
19.99389343193478,73.74179239687108,0
19.99389343193478,73.74188797292322,0
19.99389343193478,73.74198354897537,0
19.99389343193478,73.74207912502752,0
19.99389343193478,73.74217470107965,0
19.99389343193478,73.7422702771318,0
19.99389343193478,73.74236585318394,0
19.99389343193478,73.74246142923609,0
19.99389343193478,73.74255700528822,0
19.99389343193478,73.74265258134037,0
19.99389343193478,73.74274815739251,0
19.99389343193478,73.74284373344466,0
19.99389343193478,73.7429393094968,0
19.99389343193478,73.74303488554894,0
19.99389343193478,73.74313046160108,0
19.99389343193478,73.74322603765323,0
19.99389343193478,73.74332161370538,0
19.99389343193478,73.74341718975752,0
19.99389343193478,73.74351276580965,0
19.99389343193478,73.7436083418618,0
19.99389343193478,73.74370391791395,0
19.99389343193478,73.7437994939661,0
19.99389343193478,73.74389507001824,0
19.99389343193478,73.74399064607037,0
19.99389343193478,73.74408622212252,0
19.99389343193478,73.74418179817467,0
19.99389343193478,73.74427737422681,0
19.99389343193478,73.74437295027896,0
19.99389343193478,73.74446852633109,0
19.99389343193478,73.74456410238324,0
19.99389343193478,73.74465967843538,0
19.99389343193478,73.74475525448753,0
19.99389343193478,73.74485083053968,0
19.99389343193478,73.74494640659181,0
19.99389343193478,73.74504198264395,0
19.99389343193478,73.7451375586961,0
19.99389343193478,73.74523313474825,0
19.99389343193478,73.74532871080038,0
19.99389343193478,73.74542428685253,0
19.99389343193478,73.74551986290467,0
19.99389343193478,73.74628447132181,0
19.99389343193478,73.74638004737396,0
19.99389343193478,73.74647562342611,0
19.99389343193478,73.74657119947825,0
19.99389343193478,73.7466667755304,0
19.99389343193478,73.74676235158253,0
19.99389343193478,73.74685792763468,0
19.99389343193478,73.74695350368683,0
19.99389343193478,73.74704907973897,0
19.99389343193478,73.74714465579112,0
19.99389343193478,73.74724023184325,0
19.99389343193478,73.7473358078954,0
19.99389343193478,73.74743138394754,0
19.99389343193478,73.74752695999969,0
19.99389343193478,73.74762253605184,0
19.99389343193478,73.74771811210397,0
19.99389343193478,73.74781368815611,0
19.99389343193478,73.74790926420826,0
19.99389343193478,73.7480048402604,0
19.99389343193478,73.74810041631254,0
19.99389343193478,73.74819599236469,0
19.99389343193478,73.74829156841683,0
19.99389343193478,73.74838714446898,0
19.99389343193478,73.74848272052112,0
19.99389343193478,73.74857829657326,0
19.99389343193478,73.7486738726254,0
19.99389343193478,73.74876944867755,0
19.99389343193478,73.7488650247297,0
19.99389343193478,73.74896060078184,0
19.99389343193478,73.74905617683397,0
19.99389343193478,73.74915175288612,0
19.99389343193478,73.74924732893827,0
19.99389343193478,73.74972520919898,0
19.99389343193478,73.74982078525113,0
19.99389343193478,73.74991636130328,0
19.99389343193478,73.75001193735541,0
19.99389343193478,73.75010751340756,0
19.99389343193478,73.7502030894597,0
19.99389343193478,73.750394241564,0
19.99389343193478,73.75048981761613,0
19.99389343193478,73.75058539366827,0
19.99389343193478,73.75068096972042,0
19.99389343193478,73.75077654577257,0
19.99389343193478,73.7508721218247,0
19.99389343193478,73.75096769787685,0
19.99389343193478,73.75106327392899,0
19.99389343193478,73.75115884998114,0
19.99389343193478,73.75125442603328,0
19.99389343193478,73.75135000208542,0
19.99389343193478,73.75144557813756,0
19.99389343193478,73.75154115418971,0
19.99389343193478,73.75163673024186,0
19.99389343193478,73.75182788234613,0
19.99389343193478,73.75211461050257,0
19.99389343193478,73.75221018655472,0
19.99380351328516,73.72038336119094,0
19.99380351328516,73.72047893724309,0
19.99380351328516,73.72057451329523,0
19.99380351328516,73.72067008934738,0
19.99380351328516,73.72076566539953,0
19.99380351328516,73.72086124145166,0
19.99380351328516,73.7209568175038,0
19.99380351328516,73.72105239355595,0
19.99380351328516,73.7211479696081,0
19.99380351328516,73.72124354566024,0
19.99380351328516,73.72133912171238,0
19.99380351328516,73.72143469776452,0
19.99380351328516,73.72200815407739,0
19.99380351328516,73.72210373012953,0
19.99380351328516,73.72286833854668,0
19.99380351328516,73.72296391459882,0
19.99380351328516,73.72353737091169,0
19.99380351328516,73.72363294696382,0
19.99380351328516,73.72391967512026,0
19.99380351328516,73.72411082722454,0
19.99380351328516,73.72487543564169,0
19.99380351328516,73.72497101169382,0
19.99380351328516,73.72506658774597,0
19.99380351328516,73.72535331590241,0
19.99380351328516,73.72544889195454,0
19.99380351328516,73.72554446800669,0
19.99380351328516,73.72564004405884,0
19.99380351328516,73.72583119616313,0
19.99380351328516,73.72592677221526,0
19.99380351328516,73.7260223482674,0
19.99380351328516,73.72611792431955,0
19.99380351328516,73.7262135003717,0
19.99380351328516,73.72630907642385,0
19.99380351328516,73.72659580458027,0
19.99380351328516,73.72669138063242,0
19.99380351328516,73.72678695668456,0
19.99380351328516,73.72697810878884,0
19.99380351328516,73.72707368484099,0
19.99380351328516,73.72716926089313,0
19.99380351328516,73.72726483694528,0
19.99380351328516,73.72736041299741,0
19.99380351328516,73.72745598904956,0
19.99380351328516,73.7275515651017,0
19.99380351328516,73.72764714115385,0
19.99380351328516,73.72774271720598,0
19.99380351328516,73.72783829325813,0
19.99380351328516,73.72793386931028,0
19.99380351328516,73.72802944536242,0
19.99380351328516,73.72812502141457,0
19.99380351328516,73.7282205974667,0
19.99380351328516,73.72831617351885,0
19.99380351328516,73.728411749571,0
19.99380351328516,73.72860290167529,0
19.99380351328516,73.72869847772742,0
19.99380351328516,73.72888962983171,0
19.99380351328516,73.72898520588386,0
19.99380351328516,73.729080781936,0
19.99380351328516,73.72917635798814,0
19.99380351328516,73.72927193404028,0
19.99380351328516,73.72936751009243,0
19.99380351328516,73.72946308614458,0
19.99380351328516,73.72955866219672,0
19.99380351328516,73.72965423824886,0
19.99380351328516,73.729749814301,0
19.99380351328516,73.72984539035315,0
19.99380351328516,73.7299409664053,0
19.99380351328516,73.73003654245744,0
19.99380351328516,73.73013211850957,0
19.99380351328516,73.73022769456172,0
19.99380351328516,73.73032327061387,0
19.99380351328516,73.73041884666601,0
19.99380351328516,73.73051442271814,0
19.99380351328516,73.73060999877029,0
19.99380351328516,73.73070557482244,0
19.99380351328516,73.73080115087458,0
19.99380351328516,73.73185248744817,0
19.99380351328516,73.7319480635003,0
19.99380351328516,73.73223479165674,0
19.99380351328516,73.73233036770888,0
19.99380351328516,73.73242594376102,0
19.99380351328516,73.73252151981316,0
19.99380351328516,73.73261709586531,0
19.99380351328516,73.73271267191745,0
19.99380351328516,73.7328082479696,0
19.99380351328516,73.73290382402173,0
19.99380351328516,73.73309497612603,0
19.99380351328516,73.73319055217817,0
19.99380351328516,73.73328612823032,0
19.99380351328516,73.73338170428245,0
19.99380351328516,73.7334772803346,0
19.99380351328516,73.73357285638674,0
19.99380351328516,73.73366843243889,0
19.99380351328516,73.73376400849102,0
19.99380351328516,73.73385958454317,0
19.99380351328516,73.73395516059531,0
19.99380351328516,73.73405073664746,0
19.99380351328516,73.73414631269961,0
19.99380351328516,73.73424188875174,0
19.99380351328516,73.73433746480389,0
19.99380351328516,73.73443304085603,0
19.99380351328516,73.73452861690818,0
19.99380351328516,73.73462419296033,0
19.99380351328516,73.73471976901246,0
19.99380351328516,73.7348153450646,0
19.99380351328516,73.73491092111675,0
19.99380351328516,73.7350064971689,0
19.99380351328516,73.73510207322104,0
19.99380351328516,73.73519764927318,0
19.99380351328516,73.73529322532532,0
19.99380351328516,73.73548437742961,0
19.99380351328516,73.73557995348176,0
19.99380351328516,73.73567552953389,0
19.99380351328516,73.73577110558604,0
19.99380351328516,73.73586668163819,0
19.99380351328516,73.73596225769033,0
19.99380351328516,73.73605783374248,0
19.99380351328516,73.73615340979461,0
19.99380351328516,73.73624898584676,0
19.99380351328516,73.7363445618989,0
19.99380351328516,73.73644013795105,0
19.99380351328516,73.73653571400318,0
19.99380351328516,73.73663129005533,0
19.99380351328516,73.73672686610747,0
19.99380351328516,73.73682244215962,0
19.99380351328516,73.73691801821177,0
19.99380351328516,73.7370135942639,0
19.99380351328516,73.73710917031605,0
19.99380351328516,73.73720474636819,0
19.99380351328516,73.73730032242034,0
19.99380351328516,73.73739589847249,0
19.99380351328516,73.73749147452462,0
19.99380351328516,73.73758705057676,0
19.99380351328516,73.73768262662891,0
19.99380351328516,73.73777820268106,0
19.99380351328516,73.7378737787332,0
19.99380351328516,73.73796935478533,0
19.99380351328516,73.73806493083748,0
19.99380351328516,73.73816050688963,0
19.99380351328516,73.73825608294177,0
19.99380351328516,73.73835165899392,0
19.99380351328516,73.73844723504605,0
19.99380351328516,73.7385428110982,0
19.99380351328516,73.73863838715035,0
19.99380351328516,73.73873396320249,0
19.99380351328516,73.73882953925464,0
19.99380351328516,73.73892511530677,0
19.99380351328516,73.73902069135892,0
19.99380351328516,73.73911626741106,0
19.99380351328516,73.73921184346321,0
19.99380351328516,73.73930741951534,0
19.99380351328516,73.73940299556749,0
19.99380351328516,73.73949857161963,0
19.99380351328516,73.73959414767178,0
19.99380351328516,73.73968972372393,0
19.99380351328516,73.73978529977606,0
19.99380351328516,73.7398808758282,0
19.99380351328516,73.73997645188035,0
19.99380351328516,73.7400720279325,0
19.99380351328516,73.74016760398464,0
19.99380351328516,73.74026318003678,0
19.99380351328516,73.74035875608892,0
19.99380351328516,73.74045433214107,0
19.99380351328516,73.74054990819322,0
19.99380351328516,73.74064548424536,0
19.99380351328516,73.7407410602975,0
19.99380351328516,73.74083663634964,0
19.99380351328516,73.74093221240179,0
19.99380351328516,73.74102778845393,0
19.99380351328516,73.74112336450608,0
19.99380351328516,73.74121894055821,0
19.99380351328516,73.74131451661036,0
19.99380351328516,73.7414100926625,0
19.99380351328516,73.74150566871465,0
19.99380351328516,73.7416012447668,0
19.99380351328516,73.74169682081893,0
19.99380351328516,73.74179239687108,0
19.99380351328516,73.74188797292322,0
19.99380351328516,73.74198354897537,0
19.99380351328516,73.74207912502752,0
19.99380351328516,73.74217470107965,0
19.99380351328516,73.7422702771318,0
19.99380351328516,73.74236585318394,0
19.99380351328516,73.74246142923609,0
19.99380351328516,73.74255700528822,0
19.99380351328516,73.74265258134037,0
19.99380351328516,73.74274815739251,0
19.99380351328516,73.74284373344466,0
19.99380351328516,73.7429393094968,0
19.99380351328516,73.74303488554894,0
19.99380351328516,73.74313046160108,0
19.99380351328516,73.74322603765323,0
19.99380351328516,73.74332161370538,0
19.99380351328516,73.74341718975752,0
19.99380351328516,73.74351276580965,0
19.99380351328516,73.7436083418618,0
19.99380351328516,73.74370391791395,0
19.99380351328516,73.7437994939661,0
19.99380351328516,73.74389507001824,0
19.99380351328516,73.74399064607037,0
19.99380351328516,73.74408622212252,0
19.99380351328516,73.74418179817467,0
19.99380351328516,73.74427737422681,0
19.99380351328516,73.74437295027896,0
19.99380351328516,73.74446852633109,0
19.99380351328516,73.74456410238324,0
19.99380351328516,73.74465967843538,0
19.99380351328516,73.74475525448753,0
19.99380351328516,73.74485083053968,0
19.99380351328516,73.74494640659181,0
19.99380351328516,73.74504198264395,0
19.99380351328516,73.7451375586961,0
19.99380351328516,73.74523313474825,0
19.99380351328516,73.74532871080038,0
19.99380351328516,73.74542428685253,0
19.99380351328516,73.74551986290467,0
19.99380351328516,73.74628447132181,0
19.99380351328516,73.74638004737396,0
19.99380351328516,73.74647562342611,0
19.99380351328516,73.74657119947825,0
19.99380351328516,73.7466667755304,0
19.99380351328516,73.74676235158253,0
19.99380351328516,73.74685792763468,0
19.99380351328516,73.74695350368683,0
19.99380351328516,73.74704907973897,0
19.99380351328516,73.74714465579112,0
19.99380351328516,73.74724023184325,0
19.99380351328516,73.7473358078954,0
19.99380351328516,73.74743138394754,0
19.99380351328516,73.74752695999969,0
19.99380351328516,73.74762253605184,0
19.99380351328516,73.74771811210397,0
19.99380351328516,73.74781368815611,0
19.99380351328516,73.74790926420826,0
19.99380351328516,73.7480048402604,0
19.99380351328516,73.74810041631254,0
19.99380351328516,73.74819599236469,0
19.99380351328516,73.74829156841683,0
19.99380351328516,73.74838714446898,0
19.99380351328516,73.74848272052112,0
19.99380351328516,73.74857829657326,0
19.99380351328516,73.7486738726254,0
19.99380351328516,73.74876944867755,0
19.99380351328516,73.7488650247297,0
19.99380351328516,73.74896060078184,0
19.99380351328516,73.74972520919898,0
19.99380351328516,73.74982078525113,0
19.99380351328516,73.74991636130328,0
19.99380351328516,73.75001193735541,0
19.99380351328516,73.75048981761613,0
19.99380351328516,73.75058539366827,0
19.99380351328516,73.75068096972042,0
19.99380351328516,73.75077654577257,0
19.99380351328516,73.7508721218247,0
19.99380351328516,73.75096769787685,0
19.99380351328516,73.75106327392899,0
19.99380351328516,73.75115884998114,0
19.99380351328516,73.75125442603328,0
19.99380351328516,73.75154115418971,0
19.99380351328516,73.75163673024186,0
19.99380351328516,73.751732306294,0
19.993713594635537,73.72038336119094,0
19.993713594635537,73.72047893724309,0
19.993713594635537,73.72057451329523,0
19.993713594635537,73.72067008934738,0
19.993713594635537,73.72076566539953,0
19.993713594635537,73.72086124145166,0
19.993713594635537,73.7209568175038,0
19.993713594635537,73.72105239355595,0
19.993713594635537,73.7211479696081,0
19.993713594635537,73.72124354566024,0
19.993713594635537,73.72133912171238,0
19.993713594635537,73.72143469776452,0
19.993713594635537,73.72219930618166,0
19.993713594635537,73.7233462188074,0
19.993713594635537,73.72353737091169,0
19.993713594635537,73.72382409906811,0
19.993713594635537,73.72391967512026,0
19.993713594635537,73.72411082722454,0
19.993713594635537,73.72420640327668,0
19.993713594635537,73.72430197932883,0
19.993713594635537,73.7246842835374,0
19.993713594635537,73.72497101169382,0
19.993713594635537,73.72506658774597,0
19.993713594635537,73.72516216379812,0
19.993713594635537,73.72544889195454,0
19.993713594635537,73.72554446800669,0
19.993713594635537,73.72564004405884,0
19.993713594635537,73.72573562011098,0
19.993713594635537,73.72583119616313,0
19.993713594635537,73.72592677221526,0
19.993713594635537,73.7260223482674,0
19.993713594635537,73.72611792431955,0
19.993713594635537,73.7262135003717,0
19.993713594635537,73.72630907642385,0
19.993713594635537,73.72736041299741,0
19.993713594635537,73.72745598904956,0
19.993713594635537,73.7275515651017,0
19.993713594635537,73.72764714115385,0
19.993713594635537,73.72774271720598,0
19.993713594635537,73.72783829325813,0
19.993713594635537,73.7282205974667,0
19.993713594635537,73.72831617351885,0
19.993713594635537,73.728411749571,0
19.993713594635537,73.72860290167529,0
19.993713594635537,73.72888962983171,0
19.993713594635537,73.72898520588386,0
19.993713594635537,73.729080781936,0
19.993713594635537,73.72917635798814,0
19.993713594635537,73.72927193404028,0
